Filename,Preamble Snippet
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.txt,"LIMITED POWER OF ATTORNEY

KNOW ALL MEN BY THESE PRESENTS, dated as of January 1, 2004, that FEDERATED INVESTMENT MANAGEMENT COMPANY, a statutory trust duly organized under the laws of the State of Delaware (the ""Adviser""), does hereby nominate, constitute and appoint FEDERATED ADVISORY SERVICES COMPANY, a statutory trust duly organized under the laws of the State of Delaware (""FASC""), to act hereunder as the true and lawful agent and attorney-in-fact of the Adviser, acting on behalf of each of "
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.txt,"RESELLER AGREEMENT    This agreement (""Agreement"") dated as of January 11, 2011 (""Effective Date"") is between Diversinet Corp. (""Diversinet""), an Ontario corporation  with its principal place of business located at 2235 Sheppard Avenue East, Suite 1700, Toronto, Ontario, Canada M2J 5B5, and 2205925 Ontario  Limited, with its principal place of business located at 111 Main Street West, Suite 304, North Bay, Ontario P1B 2T6 (the ""Reseller"").     Diversinet and the Reseller are hereinafter referred"
NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.txt,"Exhibit 10.5 TRADEMARK LICENSE AGREEMENT This TRADEMARK LICENSE AGREEMENT (this ""Agreement"") is made and effective as of [·], 2019 (the ""Effective Date""), by and among New Mountain Capital, L.L.C., a Delaware limited liability company (the ""Licensor""), and NMF Senior Loan Fund I, Inc., a Maryland corporation (the ""Licensee""). The Licensor and the Licensee are sometimes referred to herein separately as a ""party"" and collectively as the ""parties."" RECITALS WHEREAS, the Licensee is a closed-end man"
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.txt","CORPORATE SPONSORSHIP AGREEMENT

This agreement (the ""Agreement"") is entered into as of May 18, 2010, (the ""Effective Date"") by and between Phoenix Performance, LLC, 481  Schuylkill Road, Phoenixville, PA 19460 (""Vendor"") and Torvec Inc.., a New York corporation with its principal place of business located at 1999  Mt Read Blvd, Building 3, Rochester, NY. 14615 (Torvec).

RECITALS

WHEREAS, the parties desire to enter into an agreement regarding promotional, marketing and sponsorship activities "
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,"Exhibit 10.1

KALLO Inc.



STRATEGIC ALLIANCE AGREEMENT

MOBILECARE









STRATEGIC ALLIANCE AGREEMENT - MOBILE CARE      This Agreement is made by and between:    KALLO Inc.    With principal offices at 15 Allstate Parkway, Suite 600, Markham, ON L3R 5B4., Canada (""KALLO"")          AND       Petro data Management Services Limited.,          With principal offices at Motorways Center, Block-B, 1 Motorways Avenue Alausa, Ikeja, Lagos, Nigeria (""PDMS"")          AND       Gateway Global Fabrica"
GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement Agreement.txt,"EXHIBIT 10.1   ENDORSEMENT AGREEMENT   This Endorsement Agreement (""Agreement"") made October 30, 2017, between National Football League Alumni - Northern California Chapter (""NFLA-NC""), a charitable corporation organized under the laws of California, having its principal office at 1311 Madison Avenue, Redwood CA 94061; National Football League Alumni, Inc. (""NFLA""), a charitable corporation organized under the laws of Florida, having its principal office at 8000 Midlantic Drive, 130 S., Mount La"
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.txt,"ENDORSEMENT AGREEMENT

         THIS AGREEMENT, made and entered into as of this 1st day of January, 2000, by and between MOSSIMO, INC., 2450 White Road, 2nd Floor, Irvine, California 92614 (""Company""), and DAVID DUVAL ENTERPRISES, INC. c/o International Management, Inc., IMG Center, 1360 East 9th Street, Suite 100, Cleveland, Ohio 44114 (""Licensor""):

                                   WITNESSETH:

         WHEREAS, David Duval (""Duval"") is recognized as a highly skilled professional golfer.

 "
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.txt,"AMENDMENT TO SERVICES AGREEMENT

This AMENDMENT TO SERVICES AGREEMENT, dated and effective as of March 30, 2009 (this ""Amendment""), is made between FEDERATED INVESTMENT MANAGEMENT COMPANY, a Delaware statutory trust (the ""Adviser""), and FEDERATED ADVISORY SERVICES COMPANY, a Delaware statutory trust (""FASC""). Capitalized terms used, but not defined, in this Amendment have the meanings given to such terms in the Services Agreement (as defined below).

RECITALS

WHEREAS, the Adviser and FASC have "
RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement.txt,"1                                                                     EXHIBIT 10.2

Portions of this exhibit have been redacted pursuant to a request for confidential treatment under Rule 24b-2 of the General Rules and Regulations under the Securities Exchange Act. Omitted information, marked ""[***]"" in this exhibit, has been filed with the Securities and Exchange Commission together with such request for confidential treatment.

                             CO-BRANDING AGREEMENT

              "
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,"Exhibit 10.1

STRATEGIC ALLIANCE AGREEMENT

THIS AGREEMENT dated for reference the 5th day of December 2008.

BETWEEN:

  GOLD RESOURCE CORPORATION, a company organized under the laws of the State of Colorado, with registered office located at 222 Milwaukee Street, Suite 301, Denver, CO 80206 (""GRC"" or ""the Company"")

AND:

  HOCHSCHILD MINING HOLDINGS LIMITED, a private limited company organized under the laws of England and Wales, with registered office located at 46 Albemarle Street, London, "
"Loop Industries, Inc. - Marketing Agreement.txt","EXHIBIT 10.3 Execution Copy MARKETING AGREEMENT This Marketing Agreement (this ""Agreement"") is made and entered into as of September __, 2018 (the ""Effective Date""), between Loop Industries, Inc., a Nevada corporation with a principal place of business at 480 Fernand-Poitras, Terrebonne, Quebec, Canada (""Loop""), and Indorama Loop Technologies, LLC, a Delaware limited liability company with a principal place of business at [***] (""Joint Venture Company"") (each of Loop and Joint Venture Company is"
BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.txt,"Exhibit 10.14

EXECUTION VERSION

[***] Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 406 of the Securities Act of 1933, as amended.

MASTER OPERATION AND MAINTENANCE AGREEMENT

by and between

DIAMOND STATE GENERATION PARTNERS, LLC

and

BLOOM ENERGY CORPORATION

dated as of April 13, 2012

Source: BLOOM ENERGY CORP, DRS/A (on S-1), 3/21/2018





TABLE OF CONTEN"
AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement.txt,"EXHIBIT 10.32

               CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT

     This Agreement, dated as of January 30, 2000 (""Effective Date""), is made and entered into by and between Amazon.com Commerce Services, Inc., a Delaware corporation (""ACSI""), and Audible Inc. a Delaware corporation (""Company"").  ACSI and Company are sometimes referred to collectively herein as the ""Parties"" and individually as a ""Party.""  ACSI and Company agree as follows:

Section 1.  Definitions

     Whenever"
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.txt,"EXHIBIT 10.13

                             ENDORSEMENT AGREEMENT

               This Agreement is made as of the 20th day of March 2002, by and between Holiday RV Superstores, Inc., d/b/a Recreation USA (the ""Company""), a Delaware corporation having its principal office at 200 East Broward Boulevard, Suite 920, Ft. Lauderdale, Florida 33301, and Affinity Group, Inc. (""AGI""), a Delaware corporation having its principal office located at 2575 Vista Del Mar Drive, Ventura, California 93001 (each "
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.txt,"1

                                  EXHIBIT 10.13

                                                                  EXECUTION COPY

                              ENDORSEMENT AGREEMENT                               ---------------------

         This Endorsement Agreement (""Agreement"") is made this 13th day of October, 1999 by and between SQUARE TWO GOLF INC., a New Jersey corporation (the ""Company""), and KATHY WHITWORTH, an individual, with an address at 302 La Mancha Court, Santa Fe, New Mex"
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.txt,"Exhibit 10.36 [Pursuant to Item 601(b)(10) of Regulation S-K, certain confidential portions of this exhibit have been omitted by means of marking such portions with asterisks as the identified confidential portions (i) are not material and (ii) would be competitively harmful if publicly disclosed.] MANUFACTURING AND SUPPLY AGREEMENT (DA-9801 Licensed Products) Between DONG-A ST CO., LTD. And NEUROBO PHARMACEUTICALS, INC. Dated: September 28, 2018

Source: NEUROBO PHARMACEUTICALS, INC., S-4, 9/3/"
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.txt,"SPONSORSHIP AGREEMENT

THIS AGREEMENT, dated for reference March 13, 1996, is made

BETWEEN:

                  HEALTHCARE CAPITAL CORP., a corporation  incorporated pursuant                   to the laws of the  Province  of Alberta  and having an office                   located at 1120-595 Howe Street, Vancouver,  British Columbia,                   V6B 1N2

                                                                (the ""Issuer"");

AND:

                  C.M. OLIVER & COMPANY LIMITED, "
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement.txt,"Exhibit 10.5

Execution Version

TRANSPORTATION SERVICES AGREEMENT

This Transportation Services Agreement (this ""Agreement"") is made and entered into this 14t h day of April, 2015 (the ""Effective Date""), by and between PennTex North Louisiana Operating, LLC, a Delaware limited liability company (""Carrier""), and MRD Operating LLC, a Delaware limited liability company (""Shipper""). Shipper and Carrier may be referred to individually as a ""Party,"" or collectively as the ""Parties.""

WITNESSETH:

WHE"
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT.txt,"Exhibit 10.66

                             TRANSPORTATION CONTRACT

        Astana                                         January 31, 2000

                                    PREAMBLE

JSC NOC KazakhOil, hereinafter referred to as the ""Company"", in the person of Executive Marketing Director Ms. A. M. Rakhimbekov, acting on the basis of the Power of Attorney (1) 1-13 dated January 3, 2000, on the one side and JSC Karakudukmunay, hereinafter referred to as the ""Principal"" in the person of Gener"
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.txt,"Exhibit 10.2

IN ACCORDANCE WITH ITEM 601(b) OF REGULATION S-K, CERTAIN IDENTIFIED INFORMATION (THE ""CONFIDENTIAL INFORMATION"") HAS BEEN EXCLUDED FROM THIS EXHIBIT BECAUSE IT IS BOTH (I) NOT MATERIAL AND (II) WOULD LIKELY CAUSE COMPETITIVE HARM IF PUBLICLY DISCLOSED. THE CONFIDENTIAL INFORMATION IS DENOTED HEREIN BY [*****].

ZEBRA® PARTNERCONNECT PROGRAM

ADDENDUM TO

ZEBRA® PARTNERCONNECT DISTRIBUTOR AGREEMENT

THIS ADDENDUM (""Addendum"") is made on the 4th day of February 2019 (""Effective Date"
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.txt,"STRATEGIC ALLIANCE AGREEMENT    This STRATEGIC ALLIANCE AGREEMENT (the ""Agreement"") is entered into as of March 18, 2010 (the ""Effective Date""), between AURA  SYSTEMS INC., a Delaware Corporation (""Aura"") and ZANOTTI EAST INC., a Massachusetts Corporation (""Zanotti"").    WHEREAS, Aura has invented, manufactures and distributes a unique, integrated electromagnetic mobile power generation system capable of  delivering on-demand both AC and DC power for numerous end-uses, including without limitati"
IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement.txt,"Exhibit 99.1 [***] = Certain confidential information contained in this document, marked by brackets, is filed with the Securities and Exchange Commission pursuant to Rule 24b-2 of the Securities Exchange Act of 1934, as amended.

CHANNEL PARTNER RESELLER AGREEMENT THIS CHANNEL PARTNER RESELLER AGREEMENT (""Agreement"") is entered into and agreed upon as of the Effective Date by and between IPASS INC., having a principal place of business at 3800 Bridge Parkway, Redwood Shores, CA 94065 (""iPass""),"
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.txt,"Exhibit 99.3

EXECUTION COPY

INTELLECTUAL PROPERTY AGREEMENT

THIS INTELLECTUAL PROPERTY AGREEMENT (this ""Intellectual Property Agreement""), dated as of December 20, 2007, is made by and between NMS COMMUNICATIONS CORP., a Delaware corporation (""Seller""), and VERSO BACKHAUL SOLUTIONS, INC., a Georgia corporation (""Backhaul"").

RECITALS:

WHEREAS, Seller and Verso Technologies, Inc., a Minnesota corporation (""Buyer""), have entered into that certain Asset Purchase Agreement, dated as of the date "
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.txt,"ADDENDUM REQUIRED BY THE DEPARTMENT OF LAW OF THE STATE OF NEW YORK   The following Items are required to be included within the Disclosure Document and shall be deemed to supersede the language in the Disclosure Document itself:   3. LITIGATION   Neither the Franchisor, its Predecessor nor any person listed under Item 2 or an affiliate offering franchises under Franchisor's principal trademark:     (A) has an administrative, criminal or civil action pending against that person alleging: a felon"
EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement.txt,"Exhibit 4.44 THIS LICENSE AND RESELLER AGREEMENT dated as of the October 30, 2018 is made BETWEEN: EHAVE, INC., a company incorporated under the laws of the Province of Ontario, Canada (""Ehave""); - and - COMPANION HEALTHCARE TECHNOLOGIES CORP, a company incorporated under the laws of the Province of Ontario (""CHT"") RECITALS: A. Ehave has developed a software platform that provides an end-to-end patient management solution to healthcare professionals and provides that platform to users as a servi"
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT.txt,"VISP WEB SITE BUILDING AND HOSTING AGREEMENT

This Agreement is made on this 12th day of May 2003 by and between YourNetPlus.com, Inc., a New York Corporation; with its principle office located at 501 Route 208, Monroe, NY 10950 (""Provider"") and Kingdom Connect, Inc., a Corporation with its principle office located at 1045 Stephanie Way, Minden, NV 89423 (""KCI"").

Whereas, Provider is in the business of providing websites and internet connectivity which may be Private Labeled or offered as same "
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..txt","United National Bancorp Enters Into                 Outsourcing Agreement with the BISYS Group, Inc.

Bridgewater,  NJ -- February 18, 1999 -- United National Bancorp (Nasdaq:  UNBJ) announced today that its principal subsidiary, United National Bank, has entered into a  multi-year  agreement  with the BISYS  Group,  Inc.  whereby  BISYS will provide integrated  information  processing services, as well as item processing and deposit services, for United National.

""We are excited about the  opp"
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT.txt","Exhibit A

JOINT FILING AGREEMENT

Pursuant to and in accordance with the Securities Exchange Act of 1934, as amended, and the rules and regulations thereunder (the ""Exchange Act"") the undersigned hereby agree to the joint filing of Clarus IV-A, L.P., Clarus IV-B, L.P., Clarus IV-C, L.P., Clarus IV-D, L.P., Clarus IV GP, L.P., Blackstone Clarus GP L.P., Blackstone Clarus GP L.L.C., Blackstone Holdings II L.P., Blackstone Holdings I/II GP L.L.C., The Blackstone Group Inc., Blackstone Group Manage"
